Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
Antony Waste Handling Cell Ltd,AWHCL,INE01BK01022,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,Green,"Municipal solid-waste management company (collection, transport, processing, waste-to-energy) contracted by municipal bodies and serving roughly 4.8 million households daily. It handles general household waste, not animal-industry inputs, and any animal-derived content in mixed municipal waste is incidental, so Green.",
Flair Writing Industries Ltd,FLAIR,INE00Y201027,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies,Green,"Among India's top-three writing-instruments makers (ball, gel, fountain and metal pens, markers, mechanical pencils, kids' stationery) with a growing houseware line (casseroles, bottles, containers). Products are plastic and metal with non-animal inks and no material animal-derived input, so Green.",
SIS Ltd,SIS,INE285J01028,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services,Green,"Provides manned security and guarding, integrated facility management and cash-logistics services across India and Australia. These are labour and service operations with no animal-derived product; references to guard dogs or servicing assorted clients are incidental and not a basis for Orange, so Green, consistent with peers Quess Corp, Updater Services and Bluspring.",
VRL Logistics Limited,VRLLOG,INE366I01010,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation,Green,"General road-transport company: 80%+ goods transportation (LTL/FTL parcel and cargo) plus passenger bus services and a small publishing arm. A general carrier moving third-party freight it does not own; any animal-derived cargo is a small, unchosen fraction (the company itself estimates under ~2% of revenue), and it sells no animal product. Tertiary animal link → Green.",
Onward Technologies Limited,ONWARDTEC,INE229A01017,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
MindTree Limited,,INE018I01017,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.","[DELISTED — merged into LTM Ltd., formerly LTIMindtree (INE214T01019)]"
Zaggle Prepaid Ocean Services Ltd,ZAGGLE,INE07K301024,Information Technology,Software & Services,Software,Application Software,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Nucleus Software Exports Limited,NUCLEUS,INE096B01018,Information Technology,Software & Services,Software,Application Software,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Elin Electronics Limited,ELIN,INE050401020,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,Green,Provides electronics manufacturing services. Production does not involve animal testing or animal-derived inputs.,
Rashi Peripherals Ltd,RPTECH,INE0J1F01024,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors,Green,"Distributes technology products (computers, peripherals, networking equipment). Distribution does not involve animal harm.",
Gandhar Oil Refinery (India) Ltd,GANDHAR,INE717W01049,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Refines white mineral oils, petroleum jelly, lubricants and petroleum specialties from mineral-oil feedstock - no material animal input, so Green",
Mayur Uniquoters Ltd,MAYURUNIQ,INE040D01038,Materials,Materials,Chemicals,Commodity Chemicals,Green,"India's largest maker of artificial (synthetic) leather - PVC- and PU-coated fabrics for auto interiors, footwear and furniture. This is a petroleum/plastic leather SUBSTITUTE that replaces animal leather, with no animal-derived input, so Green.",
Savita Oil Technologies Limited,SOTL,INE035D01020,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Manufactures lubricants, transformer oils and petroleum specialty products from mineral-oil feedstock - no material animal input, so Green",
Astec LifeSciences Limited,ASTEC,INE563J01010,Materials,Materials,Chemicals,Pesticides & Agrochemicals,Red,"Manufactures agrochemical technicals - triazole fungicides, herbicides and insecticides including synthetic pyrethroids. The insecticide/pyrethroid line is designed to kill insects, a direct animal-harm activity, so Red",
Zuari Agro Chemicals Limited,ZUARI,INE840M01016,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,Orange,"Manufactures and markets chemical fertilisers (urea, DAP, NPK, SSP) - inorganic and animal-neutral - alongside a branded crop-protection line that includes insecticides. Marketing insecticides under its own brand is a genuine but minority animal-harm line, so Orange under Section 7, consistent with DCM Shriram and Jubilant Agri.",
Mangalore Chemicals & Fertilizers Limited,,INE558B01017,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,Green,"Manufactures urea and complex fertilizers in Karnataka. Inorganic fertilizer chemistry for crop farming with no material animal-derived input, so Green.",[DELISTED — merged into Paradeep Phosphates Ltd. (INE088F01024)]
Privi Speciality Chemicals Ltd,PRIVISCL,INE959A01019,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures aroma chemicals (fragrance ingredients) largely from pine-derived turpentine and other terpene feedstocks - plant/synthetic with no material animal input, so Green.",
Galaxy Surfactants Limited,GALAXYSURF,INE600K01018,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures surfactants and care ingredients derived from palm-kernel-oil fatty alcohols (RSPO-certified oleochemicals), not animal fats - plant-derived, so Green.",
Camlin Fine Sciences Limited,CAMLINFINE,INE052I01032,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures food-grade antioxidants (TBHQ, BHA), vanillin and aroma chemicals - synthetic/plant-derived with no material animal input, so Green",
Elantas Beck India Limited,ELANTAS,INE280B01018,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures electrical insulation materials - wire enamels, impregnating resins and varnishes - industrial synthetic chemicals with no material animal input, so Green",
Tatva Chintan Pharma Chem Ltd,TATVA,INE0GK401011,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures specialty chemicals - phase-transfer catalysts, zeolite structure-directing agents, pharma/agro intermediates and electrolyte salts - synthetic, no material animal input, so Green",
Foseco India Limited,FOSECOIND,INE519A01011,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures foundry chemicals - binders, fluxes, coatings and feeding systems for metal casting, based on synthetic resins, silicates and minerals - no material animal input, so Green",
Oriental Aromatics Ltd,OAL,INE959C01023,Materials,Materials,Chemicals,Specialty Chemicals,Green,"Manufactures aroma chemicals, fragrances and camphor largely from pine-derived terpene feedstock - plant/synthetic with no material animal input, so Green.",
Sagar Cements Limited,SAGCEM,INE229C01021,Materials,Materials,Construction Materials,Cement & Cement Products,Green,"Manufactures grey cement (OPC, PPC) and blended cement from limestone, clay and gypsum at plants in southern and central India. Cement is an inorganic product with no material animal-derived input, so Green",
Pokarna Limited,POKARNA,INE637C01025,Materials,Materials,Construction Materials,Construction Materials,Green,"Manufactures natural granite slabs and engineered quartz surfaces (Quantra brand) for construction and interiors, with a small apparel division. Stone and quartz processing is mineral-based with no material animal-derived input, so Green.",
Prism Johnson Ltd,PRSMJOHNSN,INE010A01011,Materials,Materials,Construction Materials,Construction Materials,Green,"Diversified building-materials company producing cement (Prism Cement), ready-mix concrete (RMC India) and tiles, bath and kitchen products (H & R Johnson). All are inorganic, mineral-based products with no material animal-derived input, so Green - consistent with the cement and tiles sectors.",
Mold-Tek Packaging Ltd,MOLDTKPAC,INE893J01029,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain",Green,"Manufactures bottles, containers, and packaging from glass, plastic, and metal. Manufacturing process does not involve animal testing or animal-derived inputs.",
Nilkamal Ltd,NILKAMAL,INE310A01015,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain",Green,"Manufactures bottles, containers, and packaging from glass, plastic, and metal. Manufacturing process does not involve animal testing or animal-derived inputs.",
Huhtamaki India Ltd,HUHTAMAKI,INE275B01026,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,Green,"Manufactures flexible packaging, labels and moulded fibre packaging. Modern mills and converters size and coat with starch, synthetic AKD/ASA and rosin rather than animal gelatin or casein, so there is no material animal-derived input - Green, consistent with the other paper and packaging makers.",
Rajratan Global Wire Ltd,RAJRATAN,INE451D01029,Materials,Materials,Metals & Mining,Steel,Green,Manufactures steel products through smelting and rolling processes. Metal manufacturing does not involve animal testing or animal-derived inputs.,
KIOCL Limited,KIOCL,INE880L01014,Materials,Materials,Metals & Mining,Steel,Green,Manufactures steel products through smelting and rolling processes. Metal manufacturing does not involve animal testing or animal-derived inputs.,
Kirloskar Ferrous Industries Ltd,KIRLFER,INE884B01025,Materials,Materials,Metals & Mining,Steel,Green,Manufactures steel products through smelting and rolling processes. Metal manufacturing does not involve animal testing or animal-derived inputs.,
Vardhman Special Steels Ltd,VSSL,INE050M01012,Materials,Materials,Metals & Mining,Steel,Green,Manufactures steel products through smelting and rolling processes. Metal manufacturing does not involve animal testing or animal-derived inputs.,
Andhra Paper Ltd,ANDHRAPAP,INE435A01051,Materials,Materials,Paper & Forest Products,Paper Products,Green,"Manufactures writing, printing and packaging paper and pulp from wood/agro-fibre using starch and synthetic sizing (AKD/ASA/rosin) — modern papermaking with no material animal-derived input (animal gelatin/casein sizing is archaic, used only for specialty handmade/art paper). Supplying paper to downstream industries is a tertiary link. Green",
Tamil Nadu Newsprint & Papers Limited,TNPL,INE107A01015,Materials,Materials,Paper & Forest Products,Paper Products,Green,"Manufactures newsprint, writing/printing paper and paperboard from wood pulp and bagasse using starch/synthetic sizing — no material animal-derived input. Green",
Seshasayee Paper and Boards Limited,SESHAPAPER,INE630A01024,Materials,Materials,Paper & Forest Products,Paper Products,Green,Manufactures writing and printing paper from wood pulp and agro-residue using starch/synthetic sizing — no material animal-derived input. Green,
Alembic Limited,ALEMBICLTD,INE426A01027,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Red,"Holding company of the Alembic group with two operating segments - Active Pharmaceutical Ingredients (fermentation- and chemistry-based API manufacturing) and Real Estate - plus a roughly 28% stake in listed Alembic Pharmaceuticals. API/pharmaceutical manufacturing is a core, material activity, which places it in Red under the framework's treatment of pharmaceutical manufacturers; the real-estate segment does not change that.",
Arvind SmartSpaces Limited,ARVSMART,INE034S01021,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development,Green,"Residential and commercial real-estate developer (asset-light JV/JDA model) across Ahmedabad, Bengaluru and Pune. Construction uses inorganic materials (cement, steel, glass) and any animal linkage via future tenants is tertiary and speculative, so on materiality it is Green.",
Max Estates Ltd,MAXESTATES,INE03EI01018,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development,Green,"Delhi-NCR real-estate developer operating Grade A+ commercial offices and luxury residential projects (about 17 million sq ft across Delhi, Noida and Gurugram). Construction uses inorganic materials (cement, steel, glass) and any link via future tenants is tertiary and speculative, so on materiality it is Green, consistent with peers Hemisphere Properties and NESCO.",
Nirlon Limited,NIRLON,INE910A01012,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie,Green,"Owns and operates Nirlon Knowledge Park, a large IT and office campus in Mumbai leased to corporate and IT tenants. It is a real-estate leasing business using inorganic assets, and the tenant mix is incidental rather than a basis for Orange, so Green.",
Bajel Projects Ltd,BAJEL,INE0KQN01018,Utilities,Utilities,Electric Utilities,Power,Green,"EPC company for power-transmission and distribution infrastructure - transmission towers, substations and lines. Civil and electrical infrastructure with inorganic inputs and no animal-derived material, so Green.",
Reliance Power Limited,RPOWER,INE614G01033,Utilities,Utilities,Independent Power and Renewabl,Power,Green,Generates electrical power as independent producer. Operations do not directly involve animal harm.,
Altius Telecom,,INE0BWS23018,#N/A N/A,#N/A N/A,Telecom - Services,Telecom,Green,Infrastructure investment trust (InvIT) holding telecom towers and optical-fibre infrastructure — animal-neutral digital infrastructure. Owns specific neutral assets. Green.,
Anzen IYEP Trust,,INE0MIZ23019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Green,"InvIT holding inter-state power-transmission lines and solar generation assets — animal-neutral energy infrastructure. Owns specific neutral assets, not a broad-economy capital deployer. Green, consistent with power/transmission and renewables being neutral.",
Cube Highways,,INE0NR623014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Green,"InvIT holding operating toll roads and highways — animal-neutral transport infrastructure. Owns specific neutral assets. Green, consistent with roads/construction being neutral.",
Indus Inf. Trust,,INE0NHL23019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Green,"InvIT holding neutral infrastructure assets (roads/pipeline). Owns specific animal-neutral assets, not a broad-economy capital deployer. Green.",
Balaji Telefilms,BALAJITELE,INE794B01026,Communication Services,Media & Entertainment,Entertainment,Media & Entertainment,Green,Produces and distributes films and entertainment content. Operations do not directly involve animal harm.,
GTPL Hathway,GTPL,INE869I01013,Communication Services,Media & Entertainment,Media,Cable & Satellite,Green,"Provides cable television distribution and broadband internet services. Carriage of third-party channels and broadband access are neutral infrastructure services; serving many industries is expressly not a basis under Section 6, so Green.",
Mahanagar Telephone Nigam Ltd.,MTNL,INE153A01019,Communication Services,Telecommunication Services,Diversified Telecommunication,Telecom,Green,Provides integrated telecommunications services. Operations do not directly involve animal harm.,
Belrise Industries,BELRISE,INE894V01022,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,Green,"Manufactures metal chassis systems, sheet-metal stampings and body/suspension components from steel, with no animal-derived input, so Green.",
Divgi Torq,DIVGIITTS,INE753U01022,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,Green,"Manufactures transfer cases, torque couplers and transmission/4WD systems (precision-machined metal), with no animal-derived input, so Green.",
Precision Camshafts,PRECAM,INE484I01029,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,Green,"Manufactures camshafts and machined engine/powertrain components (cast iron/steel), with no animal-derived input, so Green.",
Sar Auto Products,SAPL,INE002E01010,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,Green,"Manufactures axle shafts and drivetrain components for commercial vehicles (forged/machined metal), with no animal-derived input, so Green.",
Hyundai Motor India,HYUNDAI,INE0V6F01027,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,Green,"Manufactures passenger vehicles. Volume models utilize fabric and synthetic leatherette upholstery, with genuine leather present only as an optional top-variant trim, representing a non-material, substitutable input placed in Green under Section 6.",
Ather Energy,ATHERENERG,INE0LEZ01016,Consumer Discretionary,Automobiles & Components,Automobiles,Motorcycle Manufacturers,Green,"Electric two-wheeler maker (Ather 450, Rizta); seats use synthetic upholstery with no genuine leather. No material animal-derived input.",
Shoppers Stop,SHOPERSTOP,INE498B01024,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,Orange,"Premium multi-brand department store; revenue is predominantly apparel, beauty/cosmetics and general merchandise, with leather goods, silk/wool apparel and animal-derived cosmetics as genuine but minority categories rather than the core of the business. Direct/enabling animal exposure is below the Red threshold, consistent with peer multi-brand fashion retailers Aditya Birla Fashion, Arvind Fashions, Trent and Vedant Fashions (all Orange); only dedicated animal-material retailers such as silk-saree house Sai Silks remain Red.",
Vishal Mega Mart,VMM,INE01EA01019,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,Orange,"Value hypermarket chain (apparel ~44%, FMCG ~28%, general merchandise ~28%), private-label led, in Tier-2/3 cities. Sells some animal-derived goods (FMCG dairy/eggs, leather footwear, personal-care) but only as a fraction of a general-merchandise mix — not an animal-products specialist. Enabling/below-threshold",
Blue Pearl Agriventures,BPAGRI,INE439N01031,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors,Green,"Trades and processes plant-derived agricultural and food products - spices, oil seeds, grains, vegetables, herbs and pickles. No animal product in its range, so Green.",
India Motor Part,IMPAL,INE547E01014,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors,Green,"TVS-group all-India distributor of automotive spare parts - engine components, brakes, radiators, suspensions, axles, auto electricals and wheels - to dealers nationwide. Distribution of vehicle parts with no animal-derived product, so Green, consistent with the auto-components sector.",
Baazar Style,STYLEBAAZA,INE01FR01028,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,Orange,"Value-fashion retailer (Style Baazar) across East India; ~85% apparel (predominantly low-cost cotton/synthetic) plus general merchandise, ladies' footwear and value  sarees. Some footwear/saree lines may carry minor animal-derived content, but no leather/silk core. Consistent with peer value retailer V-Mart",
Aditya Vision,AVL,INE679V01027,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,Green,Operates electronics retail stores. Sells technology products that do not contain animal-derived inputs.,
Bharat Global,BGDL,INE893C01032,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,Green,Operates electronics retail stores. Sells technology products that do not contain animal-derived inputs.,
GNG Electronics,EBGNG,INE18JU01028,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,Green,Operates electronics retail stores. Sells technology products that do not contain animal-derived inputs.,
Brainbees Solut.,FIRSTCRY,INE02RE01045,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,Orange,"Online and offline retailer of baby and kids products — apparel, toys, diapers, gear and care products. Mostly animal-neutral, with a minority of apparel/accessories containing wool, leather or silk. Orange for that minority animal-product retail line",
Motisons Jewel,MOTISONS,INE0FRK01020,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,Green,"Gold and diamond jewellery retailer; animal-neutral materials, so Green.",
All Time Plastic,ALLTIME,INE0GV601021,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,Green,"Manufactures plastic houseware products — containers, kitchenware, hangers, storage — from polypropylene, HDPE and ABS plastics. No animal-derived input",
Asian Star Co.,ASTAR,INE194D01017,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,"Vertically integrated natural-diamond cutter/polisher and diamond-jewellery manufacturer (B2B supplier to international jewellery brands); FY24 revenue ~₹3,550 cr. Products are diamonds and diamond jewellery only — no leather, silk, fur, pearls or other animal-derived materials. Diamonds are a mineral; no animal-derived inputs and no animal harm. Green.",
Dollar Industries,DOLLAR,INE325C01035,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,"Branded hosiery manufacturer (Bigboss, Force NXT, Missy, Ultra Thermals); products are knitted cotton innerwear, vests, leggings, thermals and casualwear, with the flagship Bigboss range made from 100% cotton yarn. Cotton/synthetic knit base with no material animal-derived input, so it is a direct peer of Lux Industries and Page Industries",
Goldiam Intl.,GOLDIAM,INE025B01025,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,"Manufactures/exports natural and lab-grown diamond-studded gold jewellery; animal-neutral, so Green.",
Renaissance Global,RGL,INE722H01024,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,"Manufactures and exports studded gold, diamond and gemstone jewellery (brands include Irasva and licensed Disney/Hallmark lines). Core materials are gold, diamonds, gemstones and silver — animal-neutral.",
SBC Exports,SBC,INE04AK01028,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Orange,"Diversified across knitted garments, wool & silk carpets, IT/manpower services and travel & tours. Garments, IT and travel are animal-neutral; the wool & silk carpet line is a genuine animal-derived product but a minor part of the mix — real revenue below a substantial threshold.",
Shringar House,SHRINGARMS,INE1B3L01017,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,"Largest B2B manufacturer of gold mangalsutras in India (18/22/24k gold, studded with cubic zirconia/American diamonds and occasional pearl/mother-of-pearl). Core material is gold; pearl/MOP studding is incidental. Animal-neutral overall",
Sky Gold & Diamonds,SKYGOLD,INE01IU01018,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",Green,Manufactures gold and diamond-studded gold jewellery (Sky9 Diamonds and other brands) for wholesalers and retailers. Core materials gold and diamonds — animal-neutral; prior leather/fur description was inaccurate.,
Aayush Art,AAYUSHBULL,INE777X01017,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles,Green,"Manufactures yarn and fabric from cotton and man-made fibres. Plant and synthetic fibres with no material wool, silk or other animal-derived input; modern mills size with starch and synthetic PVA rather than animal gelatin, so Green.",
Indo Rama Synth.,INDORAMA,INE156A01020,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles,Green,"India's largest dedicated polyester producer - polyester staple fibre, partially oriented, drawn textured and fully drawn yarn from PTA and MEG. Entirely petrochemical-derived with no animal input, so Green.",
LS Industries,,INE345D01031,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles,Green,"Manufactures yarn and fabric from cotton and synthetic fibres at its Himachal Pradesh unit (operations have been intermittent). A cotton and synthetic textile maker with no material wool, silk or leather line, so Green, consistent with the cotton-textile sector.",
Crizac,CRIZAC,INE0S4R01014,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,Green,"A B2B education-services and international student-recruitment platform connecting agents and universities - a services business with no animal-derived input or revenue, so Green.",
Benares Hotels,BENARAS,INE664D01019,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",Orange,"Taj-affiliated hotel operator; room-rental hospitality with non-vegetarian F&B a minority revenue line, so Orange.",
EIH Assoc.Hotels,EIHAHOTELS,INE276C01014,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",Orange,"Oberoi-group hotel operator (Trident properties); room-rental hospitality with non-vegetarian F&B a minority line, so Orange",
Travel Food,TRAVELFOOD,INE103V01028,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,Red,"Operates airport and highway food courts, restaurants and lounges; meat, fish and egg dishes are a core part of the F&B offering, making animal-derived food a significant revenue share, so Red.",
Associated Alcohols & Breweries,ASALCBR,INE073G01016,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Breweries & Distilleries,Red,"Produces Indian-made foreign liquor, country liquor and extra-neutral alcohol distilled from grain and molasses. Rated Red because alcoholic beverages are treated as a harmful product category under AIM's criteria; this reflects that scope, not animal-derived inputs.",
Allied Blenders,ABDL,INE552Z01027,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Breweries & Distilleries,Red,"One of India's largest spirits makers, producing whisky and other IMFL (Officer's Choice, Sterling Reserve). Rated Red because alcoholic beverages are treated as a harmful product category under AIM's criteria; this reflects that scope, not animal-derived inputs.",
G M Breweries,GMBREW,INE075D01018,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Breweries & Distilleries,Red,"Maharashtra-based producer of country liquor and Indian-made foreign liquor. Rated Red because alcoholic beverages are treated as a harmful product category under AIM's criteria; this reflects that scope, not animal-derived inputs.",
ADF Foods,ADFFOODS,INE982B01027,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Green,"Makes vegetarian ethnic ready-to-eat meals, pickles, pastes, chutneys, sauces and frozen snacks for Indian and export markets. Predominantly plant-based with no meat and only incidental dairy, so Green ",
AVT Natural Prod,AVTNPL,INE488D01021,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Green,"Produces plant-derived extracts - spice oleoresins, marigold and lutein, tea and decaffeinated extracts and nutraceutical botanicals. Entirely plant-based with no animal input, so Green",
CIAN Agro,CIANAGRO,INE052V01019,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Green,"Refines edible oils and makes soya-based foods alongside agri and personal-care products. Predominantly plant-based with no meat business, so Green",
Tasty Bite Eat.,TASTYBITE,INE488B01017,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Green,"Makes vegetarian ready-to-eat Indian meals, rice and sauces, supplying retail and food-service. Predominantly plant-based with only incidental dairy and no meat, so Green",
Jindal Drilling,JINDRILL,INE742C01031,Energy,Energy,Energy Equipment & Services,Oil & Gas,Green,Provides oil and gas drilling services. Drilling operations do not directly involve animal harm.,
Asian Energy,ASIANENE,INE276G01015,Energy,Energy,Energy Equipment & Services,Oil & Gas,Green,"Provides oilfield services - seismic data acquisition and processing and well and drilling-related services - to exploration companies. These are technical, equipment-based services with no animal-derived input, so Green, consistent with Jindal Drilling and Deep Industries.",
Deep Industries,DEEPINDS,INE0FHS01024,Energy,Energy,Energy Equipment & Services,Oil & Gas,Green,"Provides integrated oil and gas services - natural-gas compression and dehydration, workover and drilling rigs and project services - to exploration and production companies. Equipment-based services with no animal-derived input, so Green, consistent with Jindal Drilling and Asian Energy.",
Antelopus Selan,ANTELOPUS,INE818A01017,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas,Green,"Explores for and produces crude oil and natural gas (Cambay-basin oilfields, following the Antelopus-Selan combination). Hydrocarbon extraction has no animal-derived product or input, so Green, consistent with ONGC, Oil India and Hindustan Oil Exploration.",
Aegis Vopak Term,AEGISVOPAK,INE0INX01018,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas,Green,Provides oil and gas storage and transportation infrastructure. Logistics operations do not directly involve animal harm.,
Fino Payments,FINOPB,INE02NC01014,Financials,Banks,Banks,Diversified Banks,Orange,"Operates diversified banking services with loan portfolios that include lending to animal-dependent industries — agriculture (including animal husbandry), food processing (including meat), and pharmaceuticals (including animal testing). No systematic ESG screening for animal welfare.",
Colab Platforms,,INE317W01030,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides IT hardware, software services, and digital platform technology solutions. Operates as a technology services firm with no direct animal-derived products or lending exposure, placing it in Green under Section 6.",
Bajaj Housing Finance,BAJAJHFL,INE377Y01014,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,Green,"Housing finance company — predominantly retail home loans, plus lease-rental discounting and developer finance against real estate. Lending for homes and real estate is animal-neutral; it does not selectively finance animal-based businesses.",
Canara HSBC,CANHLIFE,INE01TY01017,Financials,Insurance,Insurance,Insurance,Green,"Life insurer providing protection and savings products to individuals. Risk protection of human life is animal-neutral, so Green.",
Dr Agarwal's Hea,AGARWALEYE,INE943P01029,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,Green,"Operates a chain of 240+ eye-care (ophthalmology) hospitals and clinics, plus optometry and an eye-care pharmacy. Core activity is human eye surgery and care, which the framework prioritises as sight-/life-saving; animal-derived medical consumables are incidental, not a revenue source from animal harm.",
Jeena Sikho,JSLL,INE0J5801029,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,Orange,"A combined Ayurvedic-products and hospital company: ~57% of revenue is Ayurvedic/wellness products (Shuddhi Ayurveda) and ~43% is Ayurveda/naturopathy hospital services. While the hospital side is human care, the products range materially uses animal-derived inputs — dairy (milk/ghee/curd), honey and cow-derived panchagavya/godhan ark — so the company directly uses animal-derived inputs. Below the threshold for Red but not Green; classified Orange.",
Suraksha Diagno.,SURAKSHA,INE877V01027,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,Green,Operates an integrated human pathology and radiology diagnostic chain (West Bengal/East India). Tests patient samples; animal-derived reagents are trace consumables only.,
Fabtech Tech.,FABTECH,INE0HF201011,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Green,"Supplies process equipment, modular cleanrooms and turnkey engineering solutions to pharmaceutical and biotech plants. It is a capital-equipment supplier that makes no drug, embeds no animal-derived material and runs no animal testing; supplying an industry is expressly not a basis under Section 6, so Green. (Corrects a justification and Red band previously applied in error.)",
